date,clicks,conversions,cost,industry,customer,publisher,target_cpa
2019-10-31,64,10,64.48,T,7,A,15
2019-10-31,119,3,138.79,Y,3,B,25
2019-10-31,181,3,134.02,Y,3,C,25
2019-11-01,19,1,18.43,Y,3,H,25
2019-10-31,21,8,16.3,V,4,A,35
2019-11-02,115,4,81.57,V,4,C,35
2019-11-02,159,6,152.73,T,6,C,25
2019-11-02,145,9,127.9,T,7,C,15
2019-11-03,139,7,113.7,Y,3,A,25
2019-11-03,55,0,37.82,V,4,B,35
2019-11-03,52,2,41.05,T,7,B,15
2019-11-04,749,43,710.98,T,6,C,25
2019-11-04,21,1,20.01,T,6,B,25
2019-11-05,8885,211,7340.3,W,1,C,40
2019-11-05,1034,13,983.04,W,1,D,40
2019-11-05,131,4,117.94,V,4,B,35
2019-11-05,21,0,21.26,U,2,E,25
2019-11-06,60,20,59.9,T,6,E,25
2019-11-06,84,1,72.24,V,4,B,35
2019-11-06,10,0,10.0,T,7,E,15
2019-11-06,1,0,1.16,W,1,H,40
2019-11-07,9222,219,7653.19,W,1,C,40
2019-11-07,46,1,32.32,V,4,B,35
2019-11-08,5939,167,5781.0,W,1,C,40
2019-11-08,84,1,110.97,Y,3,E,25
2019-11-08,218,14,108.22,V,4,C,35
2019-11-08,109,8,70.9,U,2,C,25
2019-11-09,4,1,3.66,T,6,B,25
2019-11-10,4803,100,4865.29,W,1,C,40
2019-11-10,34,0,27.61,V,4,B,35
2019-11-10,51,1,69.08,Y,3,E,25
2019-11-10,53,1,22.67,T,7,C,15
2019-11-10,11,0,10.09,V,4,E,35
2019-11-12,17,7,14.1,U,2,C,25
2019-11-13,101,9,110.92,Y,3,E,25
2019-11-13,4,5,2.7,U,2,C,25
2019-11-14,2000,100,1857.62,T,6,C,25
2019-11-15,603,19,233.66,V,4,C,35
2019-11-15,203,6,151.08,Y,3,C,25
2019-11-15,66,36,62.76,T,6,A,25
2019-11-17,6079,161,4854.05,W,1,C,40
2019-11-17,30,6,27.84,T,6,C,25
2019-11-17,5,14,4.77,T,6,A,25
2019-11-17,10,0,9.14,V,4,E,35
2019-11-18,2898,38,2577.3,W,1,B,40
2019-11-18,37,1,38.6,V,4,E,35
2019-10-21,189,7,171.32,T,7,E,15
2019-10-17,1945,25,2122.71,W,1,C,40
2019-10-22,5266,97,5886.8,W,1,C,40
2019-10-19,1193,9,1695.14,W,1,C,40
2019-10-18,929,18,975.08,W,1,E,40
2019-10-21,513,10,365.8,Y,3,C,25
2019-10-19,92,0,99.87,Y,3,B,25
2019-10-20,356,4,122.96,W,1,B,40
2019-10-18,197,1,112.47,U,5,C,25
2019-10-20,139,2,155.87,T,6,D,25
2019-10-22,139,19,87.96,V,4,A,35
2019-10-17,12,0,9.15,V,4,B,35
2019-10-19,23,0,23.55,U,5,A,25
2019-10-23,796,6,731.85,T,7,C,15
2019-10-23,472,10,203.03,V,4,C,35
2019-10-25,13,1,12.43,T,6,C,25
2019-10-25,35,1,32.36,Y,3,B,25
2019-10-25,255,0,280.59,V,4,B,35
2019-10-25,628,2,544.27,W,1,D,40
2019-10-26,189,1,137.4,U,5,C,25
2019-10-26,3,0,2.46,V,4,D,35
2019-10-27,1169,41,850.95,U,2,C,25
2019-10-27,206,5,270.21,T,7,E,15
2019-10-27,12,1,11.3,V,4,A,35
2019-10-28,5,0,5.62,W,1,H,40
2019-10-29,479,39,613.78,T,6,E,25
2019-10-29,116,13,108.34,V,4,A,35
2019-10-29,59,8,64.43,T,6,B,25
2019-10-30,309,8,253.88,Y,3,C,25
2019-10-30,24,4,25.91,T,6,B,25
2019-11-01,1388,36,1319.12,T,6,C,25
2019-10-31,7421,188,7866.17,W,1,C,40
2019-11-01,212,3,216.68,Y,3,B,25
2019-11-02,20,0,19.52,Y,3,H,25
2019-11-02,153,1,178.97,U,2,B,25
2019-11-03,56,3,76.99,T,7,E,15
2019-11-03,834,9,545.97,W,1,B,40
2019-11-03,22,5,21.08,U,2,C,25
2019-11-04,3884,85,4546.07,W,1,E,40
2019-11-04,993,9,961.82,W,1,D,40
2019-11-05,2396,37,1643.7,W,1,B,40
2019-11-05,226,12,183.79,Y,3,A,25
2019-11-05,25,0,27.31,V,4,E,35
2019-11-05,46,4,57.83,T,7,E,15
2019-11-06,318,19,222.02,U,2,C,25
2019-11-06,2476,30,1810.89,W,1,B,40
2019-11-06,4,0,3.66,T,6,B,25
2019-11-07,1582,21,1194.64,W,1,B,40
2019-11-07,80,8,37.35,T,7,C,15
2019-11-07,120,1,155.92,Y,3,E,25
2019-11-07,27,2,25.41,T,6,C,25
2019-11-07,21,0,18.33,V,4,E,35
2019-11-08,61,0,26.01,T,7,C,15
2019-11-08,14,0,13.22,T,6,C,25
2019-11-09,2306,59,2795.41,W,1,E,40
2019-11-09,783,5,797.15,W,1,D,40
2019-11-09,88,7,73.57,Y,3,A,25
2019-11-09,17,1,10.06,V,4,A,35
2019-11-09,2,0,2.29,W,1,H,40
2019-11-09,16,1,6.46,T,7,B,15
2019-11-09,9,1,3.71,T,7,E,15
2019-11-10,2341,47,2887.99,W,1,E,40
2019-11-10,1022,25,950.31,W,1,B,40
2019-11-10,8,0,7.57,T,6,C,25
2019-11-11,83,13,57.35,U,2,C,25
2019-11-11,104,3,115.63,Y,3,E,25
2019-11-12,1168,19,569.45,V,4,C,35
2019-11-12,337,112,317.67,T,6,A,25
2019-11-13,136,56,127.93,T,6,A,25
2019-11-13,818,11,312.88,V,4,C,35
2019-11-13,123,8,107.11,U,2,B,25
2019-11-14,3290,45,1838.41,W,1,D,40
2019-11-14,738,21,292.33,V,4,C,35
2019-11-14,71,0,72.47,Y,3,B,25
2019-11-14,88,4,81.47,U,2,B,25
2019-11-14,51,2,20.8,T,7,C,15
2019-11-15,90,5,83.88,U,2,B,25
2019-11-16,160,3,130.53,Y,3,C,25
2019-11-16,326,6,109.52,V,4,C,35
2019-11-16,41,0,33.87,U,2,B,25
2019-11-16,22,18,20.85,T,6,A,25
2019-11-16,4,1,3.76,T,7,C,15
2019-11-17,1499,54,983.56,W,1,E,40
2019-11-17,63,1,50.68,U,2,B,25
2019-11-18,3279,89,2000.77,W,1,E,40
2019-11-18,491,10,420.53,Y,3,C,25
2019-11-18,465,11,731.8,V,4,A,35
2019-11-18,7,9,6.9,T,6,E,25
2019-11-19,46,0,39.69,Y,3,B,25
2019-11-19,18,2,17.51,T,6,C,25
2019-11-20,9807,274,7001.26,W,1,C,40
2019-11-21,7795,245,5795.15,W,1,C,40
2019-11-21,33,2,30.32,Y,3,B,25
2019-11-21,69,0,66.5,V,4,B,35
2019-11-21,23,0,19.76,Y,3,E,25
2019-11-22,13,0,9.56,V,4,E,35
2019-11-22,129,10,100.22,U,2,B,25
2019-11-22,21,0,17.87,Y,3,E,25
2019-11-23,796,26,557.33,W,1,E,40
2019-11-23,1372,22,1095.46,W,1,B,40
2019-11-19,13273,327,9322.32,W,1,C,40
2019-11-19,65,10,61.49,V,4,A,35
2019-11-20,430,14,190.09,V,4,C,35
2019-11-20,116,3,97.64,Y,3,C,25
2019-11-20,66,8,87.75,V,4,A,35
2019-11-21,2432,41,1412.65,W,1,D,40
2019-11-21,200,1,177.74,U,2,B,25
2019-11-22,6038,194,4796.81,W,1,C,40
2019-11-22,27,16,25.82,T,6,A,25
2019-11-22,37,0,31.82,Y,3,B,25
2019-11-22,7,0,6.75,T,6,C,25
2019-11-23,22,0,20.0,T,6,C,25
2019-11-24,173,18,202.19,Y,3,A,25
2019-11-24,17,0,14.89,Y,3,C,25
2019-11-25,627,38,373.55,W,1,E,40
2019-11-25,5,0,4.56,T,6,B,25
2019-11-26,62,18,72.41,V,4,A,35
2019-11-27,269,68,245.18,T,6,A,25
2019-11-28,275,10,244.49,T,6,C,25
2019-11-27,27,7,22.7,V,4,A,35
2019-11-29,664,14,548.98,W,1,B,40
2019-11-30,4,3,3.97,T,6,E,25
2019-12-01,15,16,14.38,T,6,A,25
2019-12-01,47,5,43.46,T,6,C,25
2019-12-02,210,3,122.5,V,4,B,35
2019-12-02,11,0,13.97,W,1,H,40
2019-12-03,5053,175,2710.71,W,1,C,40
2019-12-04,568,25,276.39,V,4,C,35
2019-12-04,417,16,298.81,U,2,C,25
2019-12-06,34,4,31.02,T,6,C,25
2019-12-07,971,10,978.62,W,1,B,40
2019-12-08,7,4,6.18,T,6,C,25
2019-12-09,1001,84,1023.25,Y,3,A,25
2019-12-09,254,4,295.46,W,1,H,40
2019-12-09,36,1,32.42,V,4,B,35
2019-12-10,693,11,809.57,Y,3,C,25
2019-12-10,1334,86,1296.82,Y,3,A,25
2019-12-10,10,4,9.62,T,6,E,25
2019-12-11,414,5,481.02,W,1,H,40
2019-12-11,565,7,578.74,Y,3,C,25
2019-12-11,420,9,335.77,W,1,E,40
2019-12-11,21,16,16.19,Y,3,A,25
2019-12-17,602,11,688.86,W,1,E,40
2019-12-13,240,1,195.2,V,4,B,35
2019-12-15,341,10,276.8,U,2,C,25
2019-12-17,4,0,3.33,V,4,H,35
2019-12-14,323,2,250.94,U,2,B,25
2019-12-12,512,21,426.77,U,2,C,25
2019-12-12,6,1,6.75,V,4,A,35
2019-12-18,1347,16,1133.58,V,4,F,35
2019-12-16,14,3,15.62,V,4,A,35
2019-12-17,6,3,5.96,T,6,B,25
2019-12-18,3,1,2.88,T,6,B,25
2019-12-19,325,1,394.29,W,1,E,40
2019-12-20,230,5,138.39,U,2,B,25
2019-12-20,425,11,395.65,V,4,C,35
2019-12-22,99,0,85.5,V,4,H,35
2019-12-23,99,1,65.6,U,5,C,25
2019-12-24,747,19,448.47,V,4,C,35
2019-12-24,844,39,436.61,V,4,A,35
2019-12-25,196,0,159.78,V,4,F,35
2019-12-26,294,3,192.61,U,5,C,25
2019-12-26,4,33,5.33,V,4,B,35
2019-12-26,5,0,8.9,W,1,E,40
2019-12-27,87,7,67.0,U,2,B,25
2019-12-28,955,0,897.29,V,4,H,35
2019-12-28,284,6,336.0,U,5,A,25
2019-12-29,17,0,15.28,U,5,B,25
2019-12-29,23,1,24.77,V,4,B,35
2019-12-30,19,0,15.39,U,5,B,25
2019-12-30,1143,81,887.58,V,4,A,35
2020-01-01,379,18,221.37,U,2,C,25
2020-01-01,46,0,32.96,V,4,F,35
2020-01-01,9,0,8.5,U,5,E,25
2020-01-02,7,0,4.11,Y,3,E,25
2020-01-04,128,7,88.44,V,4,C,35
2020-01-04,10,1,10.46,W,1,C,40
2020-01-05,69,3,40.83,U,5,C,25
2020-01-05,4,0,2.5,Y,3,A,25
2020-01-06,8,0,9.39,W,1,C,40
2020-01-06,5,0,4.77,U,5,E,25
2020-01-07,196,16,84.88,V,4,C,35
2020-01-08,47,0,41.07,U,5,B,25
2020-01-09,248,8,201.83,V,4,C,35
2020-01-09,76,3,51.57,V,4,A,35
2020-01-10,802,14,663.81,V,4,C,35
2020-01-10,231,9,186.58,U,2,B,25
2020-01-10,149,7,181.99,U,5,A,25
2020-01-10,15,0,12.64,U,2,E,25
2020-01-11,105,4,118.14,Y,3,A,25
2020-01-11,13,0,11.21,V,4,E,35
2020-01-14,514,7,366.76,U,5,C,25
2020-01-14,450,165,332.73,U,2,A,25
2019-10-18,5,0,4.4,T,7,C,15
2019-10-23,4,0,3.52,U,2,C,25
2019-11-05,3,0,2.95,Y,3,H,25
2019-11-06,21,0,21.71,V,4,E,35
2019-11-16,2,2,1.21,U,2,C,25
2019-11-20,9,20,8.54,T,6,A,25
2019-12-07,11,0,10.62,T,6,B,25
2019-12-08,2,1,1.72,Y,3,E,25
2019-11-24,14,2,12.6,V,4,A,35
2019-11-25,299,24,410.84,Y,3,A,25
2019-11-24,1,2,1.5,U,2,C,25
2019-11-25,4,2,4.26,T,6,E,25
2019-11-26,2098,519,1990.02,T,6,A,25
2019-11-27,321,5,152.22,V,4,C,35
2019-11-28,99,24,87.55,T,6,A,25
2019-11-27,65,4,39.1,U,2,B,25
2019-11-28,34,0,18.81,U,2,B,25
2019-11-28,8,0,7.34,Y,3,E,25
2019-11-29,329,17,244.11,W,1,E,40
2019-11-29,18,0,15.79,T,6,B,25
2019-11-29,62,2,50.52,U,2,C,25
2019-11-30,287,19,538.99,Y,3,A,25
2019-12-01,53,4,32.74,U,2,B,25
2019-12-01,2,6,1.99,T,6,E,25
2019-12-02,754,13,638.43,W,1,B,40
2019-12-02,26,0,21.81,V,4,E,35
2019-12-03,846,34,746.98,T,6,C,25
2019-12-03,10,0,9.01,V,4,E,35
2019-12-04,57,3,39.84,U,2,B,25
2019-12-04,17,23,16.04,T,6,A,25
2019-12-05,537,22,245.64,V,4,C,35
2019-12-05,87,5,66.15,U,2,B,25
2019-12-06,386,9,145.75,V,4,C,35
2019-12-06,61,0,44.08,U,2,B,25
2019-12-07,241,15,443.78,Y,3,A,25
2019-12-08,91,0,73.37,U,2,B,25
2019-12-08,12,12,11.57,T,6,A,25
2019-12-09,463,7,335.01,W,1,E,40
2019-12-09,1324,27,1168.56,W,1,B,40
2019-12-10,78,12,124.51,V,4,A,35
2019-12-11,809,67,672.96,U,2,C,25
2019-12-11,16,3,15.31,T,6,E,25
2019-12-11,28,1,34.2,V,4,A,35
2019-12-13,1156,25,976.97,W,1,B,40
2019-12-14,1453,31,836.87,W,1,C,40
2019-12-17,505,6,524.73,V,4,B,35
2019-12-16,515,28,416.36,U,2,C,25
2019-12-15,581,10,467.33,V,4,C,35
2019-12-15,269,1,217.59,U,2,B,25
2019-12-13,47,2,60.7,Y,3,E,25
2019-12-19,1,1,0.98,T,6,B,25
2019-12-19,258,10,165.74,U,2,B,25
2019-12-20,562,14,328.33,W,1,C,40
2019-12-20,10,0,9.1,V,4,A,35
2019-12-21,169,2,190.86,W,1,E,40
2019-12-21,158,5,107.21,U,2,B,25
2019-12-22,217,0,186.23,W,1,B,40
2019-12-22,63,0,53.67,V,4,F,35
2019-12-23,591,36,561.72,V,4,A,35
2019-12-24,6,0,4.71,U,5,B,25
2019-12-24,14,0,12.73,W,1,C,40
2019-12-26,1556,0,1423.53,V,4,H,35
2019-12-26,64,1,69.81,U,5,A,25
2019-12-27,2739,47,2530.56,V,4,C,35
2019-12-28,27,0,29.35,V,4,B,35
2019-12-28,39,0,41.34,V,4,E,35
2019-12-28,27,0,28.88,W,1,B,40
2019-12-29,110,0,91.58,V,4,F,35
2019-12-30,169,2,140.9,V,4,E,35
2019-12-30,66,1,76.17,W,1,C,40
2019-12-31,1121,20,513.14,V,4,C,35
2020-01-02,322,10,228.1,U,2,B,25
2020-01-03,127,14,153.91,Y,3,A,25
2020-01-03,149,1,89.68,U,5,C,25
2020-01-03,136,4,150.28,U,5,A,25
2020-01-03,19,2,25.69,V,4,B,35
2020-01-04,41,0,35.89,U,2,B,25
2020-01-06,108,0,98.81,U,5,B,25
2020-01-06,19,0,14.37,Y,3,B,25
2020-01-06,13,1,9.63,Y,3,E,25
2020-01-07,315,11,298.05,U,2,B,25
2020-01-07,409,11,295.4,Y,3,C,25
2020-01-07,2,2,2.17,W,1,C,40
2020-01-08,40,11,27.15,V,4,C,35
2020-01-09,5,1,4.72,W,1,C,40
2020-01-10,11,0,9.91,V,4,E,35
2020-01-10,1,0,0.88,V,4,B,35
2020-01-10,5,1,5.31,W,1,C,40
2020-01-11,1299,32,1031.47,U,2,C,25
2020-01-12,1920,19,1618.7,U,2,C,25
2020-01-13,1967,58,1590.1,U,2,C,25
2020-01-13,2370,18,2068.47,Y,3,C,25
2020-01-13,19,3,15.06,U,2,A,25
2019-10-27,3,0,3.37,W,1,H,40
2019-11-09,2,4,1.95,T,6,E,25
2019-11-15,8,2,3.25,T,7,A,15
2019-11-21,8,0,6.24,V,4,E,35
2019-11-25,11,2,9.14,Y,3,C,25
2019-12-07,2,3,1.93,T,6,E,25
2019-12-07,10,1,6.3,W,1,D,40
2019-12-09,1,1,0.95,T,6,E,25
2019-12-09,10,0,7.06,V,4,E,35
2019-12-16,4,5,3.77,T,6,A,25
2019-12-17,3,0,3.02,U,5,A,25
2019-12-22,12,0,24.0,V,4,E,35
2020-01-07,5,0,3.7,U,2,E,25
2019-10-16,2,0,3.4,V,4,A,35
2019-10-21,4,0,4.48,W,1,H,40
2019-10-26,5,4,4.82,T,6,E,25
2019-12-08,6,0,4.77,V,4,E,35
2019-10-17,2418,3,2783.46,Y,3,B,25
2019-10-20,197,1,132.53,W,1,E,40
2019-10-18,391,10,377.32,T,6,B,25
2019-10-19,468,10,335.83,W,1,B,40
2019-10-22,228,4,186.27,Y,3,B,25
2019-10-18,2,0,1.96,T,7,B,15
2019-10-17,86,4,77.71,T,6,C,25
2019-10-20,44,2,31.14,Y,3,C,25
2019-10-19,34,0,28.61,V,4,E,35
2019-10-20,40,0,18.45,U,5,C,25
2019-10-19,14,0,12.18,Y,3,E,25
2019-10-19,19,0,17.93,T,6,C,25
2019-10-23,101,1,106.37,Y,3,E,25
2019-10-23,13,2,12.42,T,6,A,25
2019-10-24,324,12,289.35,Y,3,A,25
2019-10-24,1275,18,1368.78,W,1,E,40
2019-10-24,571,13,375.14,U,5,C,25
2019-10-24,230,7,236.14,Y,3,C,25
2019-10-24,21,1,19.22,T,6,B,25
2019-10-25,230,12,198.52,W,1,B,40
2019-10-25,98,2,102.3,Y,3,E,25
2019-10-26,113,4,96.84,Y,3,A,25
2019-10-26,428,1,592.39,T,7,B,15
2019-10-26,693,5,509.91,W,1,D,40
2019-10-28,1691,87,1237.8,U,2,C,25
2019-10-28,447,23,375.45,Y,3,A,25
2019-10-28,1,0,1.2,W,1,F,40
2019-10-28,12,2,11.25,T,6,B,25
2019-10-29,130,17,159.44,T,7,E,15
2019-10-29,97,10,88.19,Y,3,A,25
2019-10-30,660,15,394.57,V,4,C,35
2019-10-30,609,26,578.03,U,2,C,25
2019-10-30,44,7,39.78,T,7,A,15
2019-11-01,211,18,103.94,W,1,B,40
2019-10-31,128,1,166.43,Y,3,E,25
2019-11-01,112,1,143.12,Y,3,E,25
2019-11-01,164,5,164.12,T,7,C,15
2019-11-02,255,9,238.47,W,1,D,40
2019-10-31,11,3,13.85,T,6,C,25
2019-10-31,4,9,4.3,T,6,A,25
2019-11-02,84,3,111.43,T,7,E,15
2019-11-03,7,3,7.13,T,6,B,25
2019-11-04,427,29,541.72,V,4,A,35
2019-11-04,87,2,118.44,T,7,E,15
2019-11-04,214,9,189.44,Y,3,A,25
2019-11-04,2843,149,2767.62,T,6,E,25
2019-11-04,96,2,80.94,T,7,B,15
2019-11-05,4081,96,4589.48,W,1,E,40
2019-11-05,57,3,53.66,T,6,B,25
2019-11-08,656,2,674.24,Y,3,B,25
2019-11-09,41,4,25.82,U,2,C,25
2019-11-10,779,8,798.44,W,1,D,40
2019-11-10,4,0,3.42,T,6,B,25
2019-11-11,160,5,153.01,U,2,B,25
2019-11-11,807,208,761.86,T,6,A,25
2019-11-11,56,1,24.9,T,7,C,15
2019-11-12,296,7,200.32,Y,3,C,25
2019-11-12,174,5,166.56,U,2,B,25
2019-11-13,8032,211,6697.34,W,1,C,40
2019-11-13,68,1,57.68,V,4,B,35
2019-11-13,79,1,32.4,T,7,C,15
2019-11-14,64,7,56.86,V,4,B,35
2019-11-15,10494,198,8491.77,W,1,C,40
2019-11-15,55,1,47.04,Y,3,B,25
2019-11-16,6886,180,5520.8,W,1,C,40
2019-11-16,2136,18,1228.38,W,1,D,40
2019-11-16,58,5,53.21,T,6,C,25
2019-11-16,22,0,19.6,V,4,B,35
2019-11-16,47,1,63.69,Y,3,B,25
2019-11-17,2151,17,1221.92,W,1,D,40
2019-11-17,26,0,21.09,V,4,B,35
2019-11-19,62,0,57.14,Y,3,E,25
2019-11-20,16,3,15.23,T,6,C,25
2019-11-20,24,0,19.61,Y,3,B,25
2019-11-21,2139,64,1467.99,W,1,E,40
2019-11-21,3408,45,3189.46,W,1,B,40
2019-11-22,1654,47,1225.34,W,1,E,40
2019-11-23,147,15,185.77,Y,3,A,25
2019-11-23,1,2,0.94,T,7,B,15
2019-11-24,3963,102,3196.19,W,1,C,40
2019-11-24,355,4,197.71,V,4,C,35
2019-11-24,1,1,0.42,T,7,C,15
2019-11-25,282,14,268.34,V,4,A,35
2019-11-26,106,2,59.61,U,2,B,25
2019-11-26,489,16,212.19,V,4,C,35
2019-11-26,2,5,1.22,U,2,C,25
2019-11-27,4289,111,3376.19,W,1,C,40
2019-11-27,31,12,16.93,W,1,D,40
2019-11-28,13,4,12.48,T,6,E,25
2019-11-29,4,0,3.3,Y,3,C,25
2019-11-29,2,0,1.5,U,5,B,25
2019-11-30,77,4,60.15,U,2,C,25
2019-11-30,2,0,2.59,W,1,H,40
2019-12-01,23,2,15.61,W,1,D,40
2019-12-01,16,0,10.84,V,4,E,35
2019-12-02,169,0,167.11,T,6,B,25
2019-12-03,485,28,257.82,W,1,E,40
2019-12-03,82,3,62.78,U,2,B,25
2019-12-04,1,1,0.7,Y,3,C,25
2019-12-05,3415,103,1918.37,W,1,C,40
2019-12-05,41,4,28.69,V,4,B,35
2019-10-21,428,28,390.22,T,7,A,15
2019-10-17,784,6,667.14,W,1,B,40
2019-10-17,1310,17,1963.43,W,1,E,40
2019-10-19,124,1,119.76,T,6,B,25
2019-10-20,89,2,86.74,T,6,B,25
2019-10-21,371,115,358.86,T,6,A,25
2019-10-22,1157,28,1035.37,T,7,C,15
