date,clicks,conversions,cost,industry,customer,publisher,target_cpa
2019-11-01,130,10,161.79,U,2,C,25
2019-11-02,420,3,389.54,Y,3,B,25
2019-11-02,108,2,136.73,Y,3,E,25
2019-11-02,6,0,4.59,V,4,A,35
2019-11-03,33,0,31.42,U,2,B,25
2019-11-03,228,6,213.62,W,1,D,40
2019-11-03,21,0,20.37,Y,3,H,25
2019-11-04,1300,18,868.83,W,1,B,40
2019-11-04,8039,173,7173.84,W,1,C,40
2019-11-04,375,2,395.88,Y,3,B,25
2019-11-04,133,2,166.93,Y,3,E,25
2019-11-04,190,1,119.35,V,4,B,35
2019-11-04,49,0,44.37,V,4,E,35
2019-11-04,34,0,33.03,Y,3,H,25
2019-11-05,803,19,414.35,V,4,C,35
2019-11-05,18,10,12.69,T,7,A,15
2019-11-06,5802,106,5872.73,W,1,E,40
2019-11-06,236,15,197.72,Y,3,A,25
2019-11-06,927,16,868.12,W,1,D,40
2019-11-06,90,6,50.76,T,7,C,15
2019-11-06,112,6,118.9,U,2,B,25
2019-11-06,2,1,0.26,U,5,C,25
2019-11-06,22,1,27.98,T,7,B,15
2019-11-06,26,0,26.14,U,2,E,25
2019-11-07,328,6,375.09,Y,3,B,25
2019-11-07,646,17,589.15,W,1,D,40
2019-11-07,183,9,150.82,Y,3,C,25
2019-11-07,127,6,117.55,U,2,B,25
2019-11-07,6,3,2.55,T,7,A,15
2019-11-08,206,1,180.51,Y,3,C,25
2019-11-08,38,6,27.88,V,4,A,35
2019-11-09,1846,26,1823.45,W,1,B,40
2019-11-09,76,0,92.93,Y,3,E,25
2019-11-09,54,1,23.27,T,7,C,15
2019-11-10,97,5,102.19,Y,3,B,25
2019-11-10,50,0,40.68,U,2,B,25
2019-11-11,325,5,220.45,Y,3,C,25
2019-11-11,365,31,352.49,T,6,E,25
2019-11-11,193,11,222.44,V,4,A,35
2019-11-11,310,19,168.09,Y,3,A,25
2019-11-12,276,28,186.83,Y,3,A,25
2019-11-12,5,2,2.12,T,7,E,15
2019-11-12,1,0,1.12,W,1,H,40
2019-11-14,8798,228,7109.55,W,1,C,40
2019-11-14,4103,1091,3901.91,T,6,A,25
2019-11-14,55,7,56.06,Y,3,E,25
2019-11-17,35,0,45.96,Y,3,B,25
2019-12-15,20,0,25.18,V,4,E,35
2019-12-13,2,6,1.94,T,6,A,25
2019-12-27,5,2,2.27,W,1,B,40
2020-01-01,5,0,4.48,W,1,B,40
2020-01-03,3,0,3.26,Y,3,C,25
2020-01-12,3,0,2.81,W,1,C,40
2019-11-11,1,0,1.17,W,1,H,40
2019-11-22,3,0,3.51,W,1,H,40
2019-12-16,3,2,1.73,W,1,D,40
2020-01-05,5,0,3.88,Y,3,B,25
2020-01-07,1,0,0.91,T,6,B,25
2020-01-08,2,0,3.18,V,4,B,35
2019-10-16,4,0,1.97,V,4,C,35
2019-10-18,1,0,1.11,W,1,F,40
2019-10-22,1,0,0.85,V,4,D,35
2019-11-29,5,2,4.1,Y,3,B,25
2020-01-02,4,1,2.1,V,4,F,35
2020-01-04,1,0,0.4,W,1,E,40
2020-01-09,1,0,1.18,W,1,E,40
2019-12-29,1,0,0.43,U,2,E,25
2019-10-23,3,0,3.33,T,6,D,25
2019-12-12,3,3,2.69,T,6,C,25
2019-12-25,1,1,0.36,W,1,B,40
2019-10-24,1,2,0.96,T,6,A,25
2019-11-20,1,0,0.4,T,7,C,15
2020-01-09,1,0,0.99,V,4,H,35
2020-01-10,1,0,0.99,V,4,H,35
2020-01-14,1,0,0.96,T,6,C,25
2020-01-09,1,1,0.96,V,4,B,35
2019-10-21,214,1,185.88,V,4,B,35
2019-10-21,163,5,156.38,Y,3,E,25
2019-10-18,84,3,73.92,V,4,A,35
2019-10-22,418,12,367.67,U,5,A,25
2019-10-20,312,1,203.88,V,4,C,35
2019-10-18,50,2,25.49,V,4,C,35
2019-10-21,30,0,28.53,T,6,C,25
2019-10-21,98,0,102.5,Y,3,B,25
2019-10-22,199,5,78.31,V,4,B,35
2019-10-21,5,0,2.89,W,1,D,40
2019-10-21,53,0,48.05,V,4,E,35
2019-10-20,15,1,11.33,Y,3,E,25
2019-10-22,342,18,198.74,Y,3,A,25
2019-10-22,21,0,23.41,T,6,D,25
2019-10-22,122,1,107.93,T,7,B,15
2019-10-22,5,0,5.71,W,1,H,40
2019-10-23,67,1,64.49,T,6,B,25
2019-10-24,425,9,241.49,V,4,C,35
2019-10-24,584,11,683.36,T,7,C,15
2019-10-26,110,10,133.34,T,7,A,15
2019-10-26,14,3,11.14,V,4,A,35
2019-10-27,299,3,372.61,T,7,C,15
2019-10-27,1081,14,1331.62,W,1,E,40
2019-10-27,85,0,76.86,V,4,B,35
2019-10-28,440,8,469.1,T,7,C,15
2019-10-28,135,8,108.08,U,2,B,25
2019-10-29,268,2,137.05,V,4,B,35
2019-10-29,133,3,128.11,Y,3,B,25
2019-10-29,711,6,493.63,W,1,D,40
2019-10-29,276,9,336.72,T,6,C,25
2019-10-30,4648,103,5522.63,W,1,E,40
2019-10-30,536,11,356.51,W,1,D,40
2019-10-30,169,2,189.53,Y,3,B,25
2019-10-30,17,1,18.5,V,4,E,35
2019-11-01,168,0,121.0,Y,3,C,25
2019-11-02,49,2,57.2,U,2,C,25
2019-11-02,16,5,12.36,T,7,A,15
2019-11-03,1300,40,2023.16,W,1,E,40
2019-11-03,36,7,33.8,T,6,C,25
2019-11-03,6,5,5.81,T,6,A,25
2019-11-04,859,12,499.0,V,4,C,35
2019-11-04,155,1,119.33,T,7,C,15
2019-11-04,31,8,27.61,T,7,A,15
2019-11-05,109,2,84.1,T,7,C,15
2019-11-05,255,97,240.34,T,6,A,25
2019-11-05,80,4,86.04,U,2,B,25
2019-11-06,163,0,198.34,Y,3,E,25
2019-11-07,329,7,166.85,V,4,C,35
2019-11-07,3,15,2.82,T,6,A,25
2019-11-08,171,10,138.37,Y,3,A,25
2019-11-09,347,1,381.6,Y,3,B,25
2019-11-09,10,3,9.72,T,6,C,25
2019-11-09,56,0,50.53,V,4,B,35
2019-11-09,9,0,8.42,V,4,E,35
2019-11-10,74,2,59.17,Y,3,C,25
2019-11-11,4645,128,4657.78,W,1,E,40
2019-11-11,77,2,75.21,T,6,B,25
2019-11-12,8091,70,5754.88,W,1,D,40
2019-11-13,338,8,250.43,Y,3,C,25
2019-11-13,12,10,11.62,T,6,E,25
2019-11-13,253,34,182.14,Y,3,A,25
2019-11-13,163,6,103.99,V,4,A,35
2019-11-14,54,5,37.99,V,4,A,35
2019-11-15,54,6,34.57,V,4,A,35
2019-11-16,56,3,32.93,V,4,A,35
2019-11-16,120,8,93.56,Y,3,A,25
2019-11-16,23,6,22.85,T,6,E,25
2019-11-17,156,3,115.96,Y,3,C,25
2019-11-17,71,3,45.6,V,4,A,35
2019-11-18,13699,326,9100.63,W,1,C,40
2019-11-18,38,3,35.94,V,4,B,35
2019-11-19,2413,40,2175.01,W,1,B,40
2019-11-20,216,17,211.53,Y,3,A,25
2019-11-22,63,4,52.65,Y,3,C,25
2019-11-23,271,3,138.41,V,4,C,35
2019-11-23,6,0,7.58,V,4,A,35
2019-11-23,77,2,53.09,U,2,B,25
2019-11-24,735,33,494.12,W,1,E,40
2019-11-24,1494,27,1309.21,W,1,B,40
2019-11-25,5551,150,4417.78,W,1,C,40
2019-11-25,125,3,104.17,V,4,B,35
2019-11-26,456,24,292.77,W,1,E,40
2019-11-27,234,12,406.63,Y,3,A,25
2019-11-28,307,7,174.77,V,4,C,35
2019-11-28,15,1,13.96,T,6,B,25
2019-11-28,11,0,9.19,V,4,A,35
2019-11-29,155,2,87.35,V,4,B,35
2019-11-29,11,4,6.26,W,1,D,40
2019-11-30,92,7,82.78,T,6,C,25
2019-11-30,520,10,385.41,W,1,B,40
2019-11-30,13,0,9.38,Y,3,B,25
2019-11-30,6,0,3.93,V,4,E,35
2019-12-02,498,8,223.65,V,4,C,35
2019-12-02,85,4,63.32,U,2,B,25
2019-12-03,2,0,1.69,Y,3,C,25
2019-12-04,512,28,980.08,Y,3,A,25
2019-12-04,559,17,301.7,W,1,E,40
2019-12-04,13,0,17.59,W,1,H,40
2019-12-06,307,27,223.98,U,2,C,25
2019-11-17,62,1,57.65,Y,3,E,25
2019-11-18,5303,69,3036.53,W,1,D,40
2019-11-18,44,8,41.48,T,6,C,25
2019-11-18,58,2,48.99,Y,3,B,25
2019-11-18,98,1,93.31,Y,3,E,25
2019-11-19,611,17,298.26,V,4,C,35
2019-11-19,275,9,213.59,Y,3,C,25
2019-11-19,14,4,14.89,U,2,C,25
2019-11-19,11,0,10.47,T,6,B,25
2019-11-21,536,24,251.81,V,4,C,35
2019-11-21,13,5,12.28,T,6,C,25
2019-11-22,467,17,229.64,V,4,C,35
2019-11-22,18,5,14.37,V,4,A,35
2019-11-23,4067,101,3320.8,W,1,C,40
2019-11-23,27,0,25.22,Y,3,B,25
2019-11-23,9,0,9.44,V,4,E,35
2019-11-24,8,1,7.69,T,6,B,25
2019-11-25,2007,36,1834.72,W,1,B,40
2019-11-26,293,24,474.67,Y,3,A,25
2019-11-26,1176,84,1134.76,T,6,E,25
2019-11-26,451,3,443.8,T,6,B,25
2019-11-28,2583,63,1615.25,W,1,C,40
2019-11-29,191,15,367.2,Y,3,A,25
2019-11-29,14,5,13.06,T,6,E,25
2019-11-30,314,21,215.22,W,1,E,40
2019-12-01,3455,79,1950.94,W,1,C,40
2019-12-01,13,5,8.38,V,4,A,35
2019-12-01,16,0,12.03,Y,3,B,25
2019-12-03,151,16,178.62,V,4,A,35
2019-12-03,475,175,447.84,T,6,A,25
2019-12-03,500,20,177.42,V,4,C,35
2019-12-05,513,40,383.15,U,2,C,25
2019-12-05,3,14,2.8,T,6,A,25
2019-12-07,272,10,197.57,W,1,E,40
2019-12-07,25,4,19.34,V,4,B,35
2019-12-08,8,0,8.4,Y,3,B,25
2019-12-10,785,68,649.91,U,2,C,25
2019-12-10,396,13,278.61,W,1,E,40
2019-12-10,75,2,73.18,T,6,B,25
2019-12-11,394,5,389.19,T,6,B,25
2019-12-13,2192,55,1237.77,W,1,C,40
2019-12-17,560,6,430.12,U,2,B,25
2019-12-12,210,3,240.73,W,1,H,40
2019-12-13,141,0,167.79,V,4,E,35
2019-12-14,1314,23,1080.47,V,4,C,35
2019-12-13,393,1,426.04,Y,3,B,25
2019-12-18,420,7,281.9,W,1,B,40
2019-12-19,1017,7,556.83,W,1,C,40
2019-12-19,17,1,26.38,V,4,E,35
2019-12-20,357,21,257.41,U,2,C,25
2019-12-21,414,3,250.23,W,1,C,40
2019-12-22,172,1,190.77,W,1,E,40
2019-12-22,118,2,90.35,U,2,B,25
2019-12-22,10,0,9.36,V,4,B,35
2019-12-23,135,1,130.54,W,1,B,40
2019-12-23,132,5,156.23,W,1,E,40
2019-12-24,256,11,175.49,U,2,C,25
2019-12-25,53,3,20.64,V,4,A,35
2019-12-25,269,9,179.95,U,2,C,25
2019-12-26,127,13,90.89,U,2,B,25
2019-12-27,411,16,250.53,U,2,C,25
2019-12-27,141,0,110.75,V,4,F,35
2019-12-27,145,1,133.63,U,5,B,25
2019-12-27,93,1,81.07,U,5,E,25
2019-12-28,104,9,72.8,U,2,B,25
2019-12-29,225,1,219.69,V,4,H,35
2019-12-29,184,0,122.55,U,5,C,25
2019-12-29,31,0,36.31,W,1,E,40
2019-12-30,106,10,89.04,U,2,B,25
2019-12-31,335,13,180.91,U,2,C,25
2019-12-31,75,1,51.07,V,4,F,35
2019-12-31,50,0,43.45,U,5,E,25
2020-01-01,172,0,166.18,U,5,B,25
2020-01-01,107,5,72.63,V,4,A,35
2020-01-02,5,0,6.0,W,1,C,40
2020-01-03,202,4,180.64,U,2,B,25
2020-01-03,1,0,0.92,T,6,A,25
2020-01-04,54,3,20.11,U,2,C,25
2020-01-04,17,0,14.4,Y,3,E,25
2020-01-04,15,0,10.63,Y,3,B,25
2020-01-05,60,3,101.2,U,5,A,25
2020-01-05,12,2,11.55,V,4,B,35
2020-01-06,1221,59,1598.51,V,4,A,35
2020-01-07,21,13,20.27,V,4,A,35
2020-01-07,727,49,439.62,U,2,C,25
2020-01-07,35,0,31.24,U,5,E,25
2020-01-08,1067,48,646.96,U,2,C,25
2020-01-08,4,0,3.42,U,5,E,25
2020-01-08,78,7,30.83,V,4,A,35
2020-01-09,1079,31,716.98,U,2,C,25
2020-01-09,13,4,10.37,Y,3,C,25
2020-01-11,197,6,192.02,U,2,B,25
2020-01-11,52,5,57.96,U,5,A,25
2020-01-11,53,0,21.77,U,5,C,25
2020-01-12,109,1,45.94,U,5,C,25
2020-01-12,84,5,85.19,Y,3,A,25
2020-01-13,1752,104,1911.2,Y,3,A,25
2019-10-16,21,0,13.66,W,1,B,40
2019-10-20,5,0,4.38,U,5,A,25
2019-10-19,2,0,2.06,U,2,C,25
2019-10-27,2,0,1.97,T,6,E,25
2019-10-27,15,2,13.72,T,6,B,25
2019-12-07,1747,56,1008.72,W,1,C,40
2019-12-08,1877,56,1133.5,W,1,C,40
2019-12-08,19,0,12.23,V,4,A,35
2019-12-09,111,6,87.72,U,2,B,25
2019-12-09,11,17,10.62,T,6,A,25
2019-12-09,17,0,14.97,Y,3,E,25
2019-12-10,1312,15,1018.21,W,1,B,40
2019-12-10,372,2,433.12,W,1,H,40
2019-12-11,1190,22,955.36,W,1,B,40
2019-12-11,74,1,64.04,Y,3,E,25
2019-12-13,3837,61,3016.43,V,4,C,35
2019-12-13,334,8,244.4,U,2,B,25
2019-12-16,774,15,554.88,W,1,B,40
2019-12-17,1751,22,982.32,W,1,C,40
2019-12-16,671,8,726.45,W,1,E,40
2019-12-12,453,13,351.77,W,1,E,40
2019-12-17,175,1,310.94,V,4,E,35
2019-12-18,125,0,216.22,V,4,E,35
2019-12-18,455,10,406.82,V,4,B,35
2019-12-12,19,0,18.76,T,6,B,25
2019-12-19,53,10,50.93,V,4,A,35
2019-12-20,644,1,543.72,V,4,F,35
2019-12-21,129,5,122.81,V,4,C,35
2019-12-23,32,0,27.3,V,4,E,35
2019-12-23,186,0,159.84,V,4,H,35
2019-12-23,68,0,72.45,V,4,B,35
2019-12-23,34,0,41.55,U,5,A,25
2019-12-24,131,0,100.24,V,4,F,35
2019-12-25,177,1,126.78,U,5,C,25
2019-12-27,136,20,119.73,V,4,A,35
2019-12-28,364,12,264.26,V,4,C,35
2019-12-28,50,1,44.91,W,1,C,40
2019-12-29,32,1,33.67,V,4,E,35
2019-12-29,52,0,55.23,W,1,B,40
2019-12-30,82,0,53.63,V,4,F,35
2019-12-30,2880,53,1951.14,V,4,C,35
2019-12-31,1487,90,1138.29,V,4,A,35
2019-12-31,217,0,209.07,U,5,B,25
2020-01-01,84,2,44.09,U,5,C,25
2020-01-01,9,0,5.94,V,4,H,35
2020-01-02,756,9,561.43,V,4,C,35
2020-01-02,60,0,52.02,U,5,B,25
2020-01-02,558,39,533.81,V,4,A,35
2020-01-03,985,18,834.8,V,4,C,35
2020-01-03,229,16,120.62,U,2,C,25
2020-01-03,23,4,20.01,W,1,C,40
2020-01-06,216,4,160.46,U,5,C,25
2020-01-07,1287,72,1698.53,Y,3,A,25
2020-01-07,131,0,116.04,U,5,B,25
2020-01-08,123,5,204.61,Y,3,A,25
2020-01-08,94,5,62.77,Y,3,C,25
2020-01-10,1497,42,1175.56,U,2,C,25
2020-01-12,14,2,13.52,U,5,A,25
2020-01-13,710,8,546.93,U,5,C,25
2020-01-13,5,0,4.24,V,4,B,35
2020-01-13,3,0,2.52,U,2,E,25
2020-01-14,618,18,828.78,U,5,A,25
2020-01-14,259,2,175.05,Y,3,B,25
2020-01-14,20,2,17.17,U,2,E,25
2019-10-17,4,0,3.2,U,2,C,25
2019-10-17,4,0,4.21,W,1,F,40
2019-10-19,1,0,1.18,W,1,F,40
2019-10-24,2,0,2.19,U,2,B,25
2019-10-25,5,3,3.29,U,2,C,25
2019-10-27,7,0,6.26,T,6,C,25
2019-10-30,2,2,0.66,U,5,A,25
2019-10-31,8,0,8.13,T,6,B,25
2019-11-04,31,3,26.66,U,2,B,25
2019-11-07,2,0,1.72,W,1,F,40
2019-11-25,8,4,7.67,T,6,C,25
2019-11-25,8,0,9.01,V,4,E,35
2019-12-07,8,0,9.03,Y,3,B,25
2019-12-16,6,0,5.93,T,6,B,25
2019-12-17,9,2,8.41,T,6,C,25
2019-12-15,4,0,8.0,V,4,A,35
2019-12-19,4,0,3.43,U,2,E,25
2019-12-24,5,1,2.32,W,1,B,40
2020-01-05,5,1,4.42,U,2,B,25
2020-01-06,4,1,2.33,W,1,B,40
2020-01-06,10,1,9.77,Y,3,C,25
2020-01-12,2,0,1.99,V,4,H,35
2019-10-30,6,0,3.35,U,5,C,25
2019-11-10,2,5,1.91,T,6,A,25
2019-11-20,3,0,3.55,W,1,H,40
2019-12-06,3,1,4.07,V,4,A,35
2019-12-15,6,0,5.69,T,6,B,25
2020-01-04,3,0,2.93,Y,3,C,25
2019-10-20,2,0,1.7,V,4,D,35
2019-11-15,1,0,1.17,W,1,H,40
2019-11-25,2,0,2.48,W,1,H,40
2019-12-07,2,0,1.69,V,4,E,35
2019-12-18,1,0,0.85,V,4,H,35
2020-01-08,4,0,2.94,U,2,A,25
2019-11-08,2,13,1.98,T,6,E,25
2019-11-10,1,0,1.0,Y,3,H,25
2019-11-14,4,9,1.66,T,7,A,15
2019-11-15,1,1,0.4,T,7,E,15
2019-11-21,2,2,1.82,T,7,C,15
2019-12-14,2,5,1.71,V,4,A,35
2019-12-18,3,2,2.92,T,6,E,25
2019-10-31,1,0,1.18,W,1,F,40
2019-11-02,12,15,12.48,T,6,A,25
2019-11-03,9,6,8.69,T,6,E,25
2019-11-07,4,1,4.03,U,2,E,25
2019-11-08,6,2,3.02,T,7,A,15
2019-11-12,7,8,6.82,T,6,E,25
2019-11-20,2,6,1.31,U,2,C,25
2019-11-21,15,16,14.13,T,6,A,25
2019-11-30,6,0,5.99,T,6,B,25
2019-12-02,14,7,9.54,W,1,D,40
2019-12-04,7,4,4.76,V,4,A,35
2019-12-07,18,3,16.66,T,6,C,25
2019-12-12,6,15,5.48,Y,3,A,25
2019-12-16,1,0,0.99,T,6,E,25
2020-01-03,7,0,5.61,Y,3,E,25
2020-01-05,6,1,4.7,V,4,H,35
2020-01-09,2,0,1.16,W,1,B,40
2020-01-13,1,0,0.41,V,4,F,35
2019-10-19,1,0,1.03,U,5,E,25
2019-10-25,1,2,0.92,T,6,A,25
2019-11-11,7,0,2.85,T,7,B,15
2019-11-15,2,4,1.35,U,2,C,25
2019-12-04,4,2,3.94,T,6,E,25
2019-12-28,1,0,0.41,U,2,E,25
2020-01-07,6,0,1.2,U,2,A,25
2020-01-12,4,1,3.48,V,4,B,35
2019-10-29,3,0,3.36,W,1,H,40
2019-11-27,2,0,2.51,W,1,H,40
2019-11-27,1,2,1.5,U,2,C,25
2019-12-09,2,2,0.9,W,1,D,40
2019-12-18,9,0,10.03,W,1,H,40
2019-10-23,2,0,2.37,W,1,F,40
2019-11-12,9,0,3.59,T,7,B,15
2019-12-12,1,1,0.93,T,6,E,25
2019-12-02,1,0,0.88,Y,3,B,25
2020-01-08,2,1,1.23,V,4,F,35
2019-12-14,1,4,0.91,T,6,A,25
2019-12-31,2,0,1.83,V,4,H,35
2020-01-14,2,0,1.99,V,4,H,35
2019-12-12,1,2,0.32,W,1,D,40
2019-12-30,1,0,1.03,U,5,D,25
2020-01-04,1,0,1.03,U,5,B,25
2020-01-09,1,0,0.41,V,4,F,35
2019-10-16,1,0,1.16,W,1,H,40
2019-11-04,1,1,0.25,U,5,A,25
2019-10-20,1,0,0.58,T,7,C,15
2019-11-01,1,0,1.12,W,1,F,40
2019-12-30,138,11,138.21,Marketing,new_client,A,18
2020-01-07,410,63,520.61,Marketing,new_client,A,18
2020-01-10,41,8,26.92,Marketing,new_client,A,18
2020-01-09,2,0,1.42,Marketing,new_client,A,18
2019-12-16,179,25,135.86,Marketing,new_client,A,18
2019-12-23,83,6,74.04,Marketing,new_client,A,18
2019-12-26,102,9,107.13,Marketing,new_client,A,18
2019-12-29,95,6,98.48,Marketing,new_client,A,18
2019-12-18,70,12,43.36,Marketing,new_client,A,18
2020-01-06,46,7,24.46,Marketing,new_client,A,18
2019-12-22,7,0,4.91,Marketing,new_client,A,18
2020-01-12,5,0,3.69,Marketing,new_client,A,18
2019-12-25,38,5,38.67,Marketing,new_client,A,18
2020-01-01,111,8,51.25,Marketing,new_client,A,18
2020-01-08,29,8,22.97,Marketing,new_client,A,18
2020-01-11,119,6,87.27,Marketing,new_client,A,18
2020-01-13,580,44,282.32,Marketing,new_client,A,18
2019-12-19,36,3,21.13,Marketing,new_client,A,18
2019-12-28,107,5,114.5,Marketing,new_client,A,18
2020-01-02,225,18,106.5,Marketing,new_client,A,18
2019-12-21,12,1,7.63,Marketing,new_client,A,18
2019-12-17,120,11,91.43,Marketing,new_client,A,18
2020-01-03,48,12,21.44,Marketing,new_client,A,18
2020-01-14,3,2,1.22,Marketing,new_client,A,18
2019-12-20,20,1,13.78,Marketing,new_client,A,18
2019-12-24,138,4,142.51,Marketing,new_client,A,18
2019-12-27,167,9,165.52,Marketing,new_client,A,18
2019-12-31,206,28,125.61,Marketing,new_client,A,18
